rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,From: shot_made_flag,Into: shot_made_flag,Predicted Probability: shot_made_flag=0,Predicted Probability: shot_made_flag=1
16668,Fadeaway Jump Shot,Jump Shot,204,21000161,34.0273,-169,17,-118.4388,3,2,0,01NOV10:00:00:00,53,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16660,16388,72,96.41,1,1,0.322263889,0.677736111
16669,Layup Shot,Layup,222,21000161,34.0433,4,1,-118.2658,1,2,0,01NOV10:00:00:00,51,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16662,16388,72,96.41,1,0,0.543819541,0.45618046
16670,Jump Shot,Jump Shot,321,21000161,33.9963,182,48,-118.0878,4,3,0,01NOV10:00:00:00,10,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16669,16388,72,96.41,1,0,0.603168553,0.396831447
16693,Driving Layup Shot,Layup,58,21000176,34.0223,24,22,-118.2458,4,1,0,01NOV10:00:00:00,40,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16675,15213,66,94.36,1,1,0.215745813,0.784254187
16694,Jump Shot,Jump Shot,73,21000176,33.9453,-7,99,-118.2768,3,1,0,01NOV10:00:00:00,2,9,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16676,15213,66,94.36,1,0,0.650735374,0.349264626
16695,Jump Shot,Jump Shot,196,21000176,33.8993,-199,145,-118.4688,5,2,0,01NOV10:00:00:00,0,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16678,15213,66,94.36,1,0,0.699026259,0.300973741
16696,Jump Shot,Jump Shot,205,21000176,33.8743,106,170,-118.1638,4,2,0,01NOV10:00:00:00,23,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16679,15213,66,94.36,1,0,0.638601027,0.361398974
16697,Jump Shot,Jump Shot,360,21000176,34.0603,231,-16,-118.0388,3,3,0,01NOV10:00:00:00,18,23,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16693,15213,66,94.36,1,0,0.678812262,0.321187738
16713,Jump Shot,Jump Shot,72,21000194,34.0223,-38,22,-118.3078,4,1,0,01NOV10:00:00:00,1,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2010,LAL vs. GSW,GSW,16701,15025,72,100.77,1,0,0.693545702,0.306454299
16728,Jump Shot,Jump Shot,17,21000208,33.8093,100,235,-118.1698,9,1,0,01NOV10:00:00:00,57,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16715,12389,69,90.46,1,0,0.73467794,0.26532206
16729,Fadeaway Jump Shot,Jump Shot,278,21000208,33.9883,7,56,-118.2628,10,3,0,01NOV10:00:00:00,53,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16722,12389,69,90.46,1,0,0.569740357,0.430259643
16730,Turnaround Fadeawa,Jump Shot,359,21000208,34.0253,-146,19,-118.4158,3,3,0,01NOV10:00:00:00,21,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16724,12389,69,90.46,1,0,0.58009173,0.41990827
16731,Fadeaway Jump Shot,Jump Shot,457,21000208,33.9323,-73,112,-118.3428,6,4,0,01NOV10:00:00:00,40,13,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16727,12389,69,90.46,1,0,0.599105725,0.400894275
16750,Jump Shot,Jump Shot,51,21000231,33.9323,-229,112,-118.4988,4,1,0,01NOV10:00:00:00,54,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2010,LAL @ UTA,UTA,16735,14144,71,95.43,1,0,0.655530914,0.344469086
16751,Jump Shot,Jump Shot,233,21000231,33.9583,-11,86,-118.2808,1,2,0,01NOV10:00:00:00,30,8,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/26/2010,LAL @ UTA,UTA,16741,14144,71,95.43,1,0,0.657051277,0.342948723
16752,Jump Shot,Jump Shot,439,21000231,33.8243,-142,220,-118.4118,3,4,0,01NOV10:00:00:00,10,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2010,LAL @ UTA,UTA,16752,14144,71,95.43,1,0,0.729198065,0.270801935
16782,Jump Shot,Jump Shot,56,21000249,33.9233,-38,121,-118.3078,5,1,0,01NOV10:00:00:00,42,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16758,14753,73,92.99,1,0,0.645097575,0.354902425
16783,Jump Shot,Jump Shot,235,21000249,33.8773,-100,167,-118.3698,1,2,0,01NOV10:00:00:00,50,19,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16765,14753,73,92.99,1,0,0.677324754,0.322675247
16784,Jump Shot,Jump Shot,365,21000249,33.7973,-49,247,-118.3188,2,3,0,01NOV10:00:00:00,20,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16771,14753,73,92.99,1,0,0.717510096,0.282489905
16785,Jump Shot,Jump Shot,529,21000249,33.8093,-166,235,-118.4358,0,4,0,01NOV10:00:00:00,2,28,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16785,14753,73,92.99,1,0,0.764067723,0.235932277
16807,Turnaround Fadeawa,Jump Shot,71,21000258,34.0143,151,30,-118.1188,3,1,0,01NOV10:00:00:00,13,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16793,13881,68,92.86,1,1,0.412198972,0.587801028
16808,Layup Shot,Layup,235,21000258,34.0323,-16,12,-118.2858,0,2,0,01NOV10:00:00:00,57,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16800,13881,68,92.86,1,0,0.688783265,0.311216735
16809,Jump Shot,Jump Shot,308,21000258,33.8143,-120,230,-118.3898,4,3,0,01NOV10:00:00:00,36,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16805,13881,68,92.86,1,0,0.737290891,0.262709109
16810,Jump Shot,Jump Shot,476,21000258,33.7673,2,277,-118.2678,1,4,0,01NOV10:00:00:00,34,27,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16809,13881,68,92.86,1,0,0.74317296,0.256827041
16832,Turnaround Jump Sh,Jump Shot,201,21000269,34.0033,37,41,-118.2328,0,2,0,01NOV10:00:00:00,41,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/1/2010,LAL @ HOU,HOU,16820,14594,67,95.09,1,0,0.526329148,0.473670852
16833,Turnaround Jump Sh,Jump Shot,294,21000269,33.9343,114,110,-118.1558,3,3,0,01NOV10:00:00:00,15,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/1/2010,LAL @ HOU,HOU,16827,14594,67,95.09,1,0,0.521647141,0.478352859
16834,Turnaround Fadeawa,Jump Shot,444,21000269,33.9423,-158,102,-118.4278,3,4,0,01NOV10:00:00:00,10,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/1/2010,LAL @ HOU,HOU,16830,14594,67,95.09,1,1,0.499473722,0.500526278
16851,Driving Dunk Shot,Dunk,203,21000287,34.0333,10,11,-118.2598,4,2,0,01NOV10:00:00:00,10,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/3/2010,LAL vs. SAC,SAC,16843,16116,70,97.35,1,1,0.022565116,0.977434884
16852,Jump Shot,Jump Shot,251,21000287,34.0143,2,30,-118.2678,0,2,0,01NOV10:00:00:00,49,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/3/2010,LAL vs. SAC,SAC,16847,16116,70,97.35,1,0,0.661485756,0.338514244
16870,Driving Layup Shot,Layup,23,21000315,34.0273,18,17,-118.2518,8,1,0,01NOV10:00:00:00,21,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16855,16690,69,98.98,1,1,0.12247456,0.877525441
16871,Driving Layup Shot,Layup,202,21000315,34.0303,-21,14,-118.2908,4,2,0,01NOV10:00:00:00,26,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16860,16690,69,98.98,1,1,0.135675906,0.864324094
16872,Step Back Jump sho,Jump Shot,213,21000315,33.9153,10,129,-118.2598,3,2,0,01NOV10:00:00:00,35,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16862,16690,69,98.98,1,1,0.15938181,0.84061819
16873,Jump Shot,Jump Shot,227,21000315,34.0223,-234,22,-118.5038,2,2,0,01NOV10:00:00:00,40,23,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16863,16690,69,98.98,1,1,0.462404754,0.537595246
16874,Jump Shot,Jump Shot,531,21000315,33.7493,-84,295,-118.3538,2,4,0,01NOV10:00:00:00,35,30,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16872,16690,69,98.98,1,0,0.541293025,0.458706975
16875,Jump Shot,Jump Shot,546,21000315,33.8113,-155,233,-118.4248,1,4,0,01NOV10:00:00:00,27,27,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16874,16690,69,98.98,1,0,0.573370849,0.426629151
16890,Jump Shot,Jump Shot,4,21000326,33.8683,89,176,-118.1808,11,1,0,01NOV10:00:00:00,8,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/8/2010,LAL @ LAC,LAC,16876,15183,77,93.66,1,0,0.582265927,0.417734073
16912,Jump Shot,Jump Shot,77,21000333,33.9103,-175,134,-118.4448,2,1,0,01NOV10:00:00:00,53,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/10/2010,LAL @ CHI,CHI,16893,13734,70,94.59,1,0,0.636850357,0.363149643
16913,Layup Shot,Layup,97,21000333,34.0303,24,14,-118.2458,1,1,0,01NOV10:00:00:00,31,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/10/2010,LAL @ CHI,CHI,16895,13734,70,94.59,1,0,0.64829386,0.35170614
16927,Layup Shot,Layup,14,21000351,34.0373,-15,7,-118.2848,10,1,0,01NOV10:00:00:00,13,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16914,15070,69,92.63,1,0,0.716159713,0.283840287
16928,Jump Shot,Jump Shot,68,21000351,33.8353,-127,209,-118.3968,4,1,0,01NOV10:00:00:00,12,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16917,15070,69,92.63,1,0,0.767893434,0.232106566
16929,Jump Shot,Jump Shot,345,21000351,33.8693,192,175,-118.0778,3,3,0,01NOV10:00:00:00,9,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16926,15070,69,92.63,1,0,0.782025328,0.217974672
16930,Turnaround Fadeawa,Jump Shot,447,21000351,33.9733,-131,71,-118.4008,8,4,0,01NOV10:00:00:00,5,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16930,15070,69,92.63,1,0,0.561390058,0.438609942
16931,Jump Shot,Jump Shot,482,21000351,33.8883,-194,156,-118.4638,5,4,0,01NOV10:00:00:00,14,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16931,15070,69,92.63,1,0,0.798902478,0.201097522
16932,Jump Shot,Jump Shot,504,21000351,33.8963,81,148,-118.1888,3,4,0,01NOV10:00:00:00,15,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16932,15070,69,92.63,1,0,0.765893377,0.234106623
16942,Jump Shot,Jump Shot,16,21000362,34.0003,116,44,-118.1538,9,1,0,01NOV10:00:00:00,38,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16934,14465,74,94.4,1,0,0.677595226,0.322404774
16943,Jump Shot,Jump Shot,120,21000362,33.8303,-48,214,-118.3178,1,1,0,01NOV10:00:00:00,51,21,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16937,14465,74,94.4,1,0,0.611647276,0.388352724
16944,Jump Shot,Jump Shot,311,21000362,33.8003,53,244,-118.2168,9,3,0,01NOV10:00:00:00,3,24,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16941,14465,74,94.4,1,0,0.67799401,0.322005991
16945,Alley Oop Dunk Sho,Dunk,328,21000362,34.0603,4,-16,-118.2658,7,3,0,01NOV10:00:00:00,30,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16942,14465,74,94.4,1,1,0.054008718,0.945991282
16962,Jump Shot,Jump Shot,307,21000367,33.9023,75,142,-118.1948,3,3,0,01NOV10:00:00:00,49,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/15/2010,LAL @ IND,IND,16957,15579,75,96.13,1,0,0.585705865,0.414294135
16963,Fadeaway Jump Shot,Jump Shot,429,21000367,33.9623,-34,82,-118.3038,3,4,0,01NOV10:00:00:00,43,8,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/15/2010,LAL @ IND,IND,16962,15579,75,96.13,1,1,0.324935916,0.675064084
16971,Step Back Jump sho,Jump Shot,222,21000383,33.9503,-65,94,-118.3348,1,2,0,01NOV10:00:00:00,35,11,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16967,15567,69,99.23,1,1,0.363697778,0.636302222
16972,Running Layup Shot,Layup,230,21000383,34.0353,-4,9,-118.2738,0,2,0,01NOV10:00:00:00,48,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16968,15567,69,99.23,1,1,0.31059465,0.68940535
16973,Jump Shot,Jump Shot,309,21000383,33.9213,88,123,-118.1818,4,3,0,01NOV10:00:00:00,35,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16972,15567,69,99.23,1,0,0.727970893,0.272029107
16974,Jump Shot,Jump Shot,488,21000383,33.9483,-191,96,-118.4608,2,4,0,01NOV10:00:00:00,12,21,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16974,15567,69,99.23,1,0,0.761355373,0.238644628
16986,Jump Shot,Jump Shot,337,21000402,33.8733,149,171,-118.1208,8,3,0,01NOV10:00:00:00,35,22,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/19/2010,LAL @ TOR,TOR,16984,15094,71,94.07,1,0,0.676368742,0.323631258
16999,Jump Shot,Jump Shot,18,21000420,33.9453,136,99,-118.1338,8,1,0,01NOV10:00:00:00,45,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16987,14593,74,91.61,1,0,0.656016889,0.343983111
17000,Driving Layup Shot,Layup,258,21000420,34.0373,21,7,-118.2488,10,3,0,01NOV10:00:00:00,26,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16994,14593,74,91.61,1,1,0.281307583,0.718692417
17001,Turnaround Fadeawa,Jump Shot,270,21000420,33.9583,102,86,-118.1678,9,3,0,01NOV10:00:00:00,6,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16995,14593,74,91.61,1,1,0.442501125,0.557498875
17002,Jump Shot,Jump Shot,412,21000420,33.8393,151,205,-118.1188,5,4,0,01NOV10:00:00:00,31,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16999,14593,74,91.61,1,0,0.74677579,0.253224211
17043,Step Back Jump sho,Jump Shot,253,21000460,33.9533,-89,91,-118.3588,10,3,0,01NOV10:00:00:00,1,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/28/2010,LAL @ SAS,SAS,17034,14334,73,92.93,1,1,0.40075397,0.59924603
17044,Jump Shot,Jump Shot,407,21000460,33.9093,122,135,-118.1478,8,4,0,01NOV10:00:00:00,55,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2010,LAL @ SAS,SAS,17038,14334,73,92.93,1,0,0.632373469,0.367626532
17045,Jump Shot,Jump Shot,418,21000460,33.8363,-171,208,-118.4408,7,4,0,01NOV10:00:00:00,11,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/28/2010,LAL @ SAS,SAS,17040,14334,73,92.93,1,0,0.712592821,0.287407179
17059,Jump Shot,Jump Shot,99,21000467,33.9813,149,63,-118.1208,0,1,0,01NOV10:00:00:00,1,16,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/29/2010,LAL @ NOH,NOH,17050,14584,70,94.32,1,0,0.687838506,0.312161494
17080,Jump Shot,Jump Shot,206,21000483,33.8803,-188,164,-118.4578,3,2,0,01NOV10:00:00:00,0,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17068,13954,68,91.71,1,0,0.711572957,0.288427043
17081,Jump Shot,Jump Shot,423,21000483,34.0253,-179,19,-118.4488,7,4,0,01NOV10:00:00:00,14,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17077,13954,68,91.71,1,0,0.748237426,0.251762574
17082,Fadeaway Jump Shot,Jump Shot,433,21000483,33.8913,-68,153,-118.3378,6,4,0,01NOV10:00:00:00,5,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17079,13954,68,91.71,1,1,0.407658326,0.592341674
17083,Fadeaway Jump Shot,Jump Shot,482,21000483,34.0033,114,41,-118.1558,1,4,0,01NOV10:00:00:00,15,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17082,13954,68,91.71,1,1,0.491131787,0.508868213
17102,Turnaround Jump Sh,Jump Shot,64,21000498,33.9073,81,137,-118.1888,4,1,0,01NOV10:00:00:00,40,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17085,14118,71,97.3,1,1,0.387490779,0.612509221
17103,Jump Shot,Jump Shot,192,21000498,33.8443,171,200,-118.0988,4,2,0,01NOV10:00:00:00,38,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17087,14118,71,97.3,1,0,0.665450802,0.334549198
17104,Running Jump Shot,Jump Shot,327,21000498,34.0053,0,39,-118.2698,4,3,0,01NOV10:00:00:00,22,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17099,14118,71,97.3,1,1,0.25878794,0.74121206
17105,Jump Shot,Jump Shot,462,21000498,33.8333,143,211,-118.1268,5,4,0,01NOV10:00:00:00,16,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17105,14118,71,97.3,1,0,0.705051473,0.294948527
17120,Jump Shot,Jump Shot,41,21000511,34.0323,-79,12,-118.3488,6,1,0,01NOV10:00:00:00,18,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17108,14926,72,92.93,1,0,0.694518723,0.305481277
17121,Jump Shot,Jump Shot,90,21000511,34.0253,36,19,-118.2338,2,1,0,01NOV10:00:00:00,38,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17110,14926,72,92.93,1,0,0.695825431,0.304174569
17122,Jump Shot,Jump Shot,109,21000511,33.8553,-54,189,-118.3238,1,1,0,01NOV10:00:00:00,34,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17111,14926,72,92.93,1,0,0.589631354,0.410368646
17123,Layup Shot,Layup,337,21000511,34.0193,2,25,-118.2678,2,3,0,01NOV10:00:00:00,49,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17123,14926,72,92.93,1,0,0.622839018,0.377160982
17138,Jump Shot,Jump Shot,55,21000521,33.8583,-87,186,-118.3568,5,1,0,01NOV10:00:00:00,51,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/5/2011,LAL @ PHX,PHX,17124,15232,67,96.01,1,0,0.543172868,0.456827132
17139,Turnaround Jump Sh,Jump Shot,234,21000521,33.9403,-57,104,-118.3268,0,2,0,01NOV10:00:00:00,22,11,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/5/2011,LAL @ PHX,PHX,17130,15232,67,96.01,1,1,0.283665798,0.716334203
17140,Jump Shot,Jump Shot,446,21000521,34.0083,-209,36,-118.4788,2,4,0,01NOV10:00:00:00,50,21,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/5/2011,LAL @ PHX,PHX,17138,15232,67,96.01,1,0,0.673779273,0.326220727
17158,Driving Layup Shot,Layup,60,21000535,34.0303,-11,14,-118.2808,3,1,0,01NOV10:00:00:00,24,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/7/2011,LAL vs. NOH,NOH,17143,15804,69,92.81,1,1,0.182137073,0.817862927
17159,Jump Shot,Jump Shot,475,21000535,33.9863,-13,58,-118.2828,1,4,0,01NOV10:00:00:00,57,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/7/2011,LAL vs. NOH,NOH,17157,15804,69,92.81,1,0,0.703447,0.296553
17183,Running Jump Shot,Jump Shot,40,21000550,33.9783,-144,66,-118.4138,7,1,0,01NOV10:00:00:00,19,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17160,15289,72,94.86,1,1,0.219936667,0.780063333
17184,Jump Shot,Jump Shot,219,21000550,33.9023,173,142,-118.0968,3,2,0,01NOV10:00:00:00,35,22,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17166,15289,72,94.86,1,0,0.557316674,0.442683326
17185,Jump Shot,Jump Shot,227,21000550,34.0163,48,28,-118.2218,2,2,0,01NOV10:00:00:00,59,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17167,15289,72,94.86,1,0,0.658913257,0.341086743
17186,Layup Shot,Layup,355,21000550,34.0273,17,17,-118.2528,4,3,0,01NOV10:00:00:00,26,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17179,15289,72,94.86,1,0,0.588808608,0.411191392
17187,Jump Shot,Jump Shot,416,21000550,33.9663,-48,78,-118.3178,11,4,0,01NOV10:00:00:00,45,9,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17180,15289,72,94.86,1,0,0.655553317,0.344446683
17196,Running Jump Shot,Jump Shot,256,21000560,33.9323,-108,112,-118.3778,0,2,0,01NOV10:00:00:00,1,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/11/2011,LAL vs. CLE,CLE,17189,13123,67,97.43,1,1,0.428367872,0.571632129
